category,name,rating,number_of_reviews,love,price,value_price,URL,ingredients,online_only,brand,main_accords,notes
Cologne,extreme blue,5.0,7,781,56.0,56.0,https://www.sephora.com/product/extreme-blue-P398434?icid2=products grid:p398434,"Alcohol Denat.- Fragrance- Water- Dipropylene Glycol- Butyl Methoxydibenzoylmethane- Limonene- Linalool- Benzyl Salicylate- Citronellol- Citral- Coumarin- Eugenol- Geraniol- Isoeugenol- Alpha-Isomethyl Ionone- Blue 1 (Ci 42090)- Red 33 (Ci 17200)- Yellow 5 (Ci 19140).


Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",1,Michael Kors,"[""aromatic"", ""musky"", ""fresh spicy"", ""woody"", ""soft spicy"", ""amber""]","{""middle"": [""Juniper"", ""Cypress"", ""Sesame"", ""Sage""], ""base"": [""Amber"", ""Cashmere Musk""], ""top"": [""Bergamot"", ""Angelica"", ""Pink Pepper"", ""Cardamom""]}"
Perfume,sexy amber,4.5,50,5000,112.0,112.0,https://www.sephora.com/product/sexy-amber-eau-de-parfum-P395438?icid2=products grid:p395438,unknown,0,Michael Kors,"[""amber"", ""woody"", ""balsamic"", ""white floral"", ""powdery"", ""animalic""]","[""Amber"", ""White Flowers"", ""Sandalwood""]"
Perfume,wonderlust,4.0,50,5100,118.0,118.0,https://www.sephora.com/product/wonderlust-P412538?icid2=products grid:p412538,"Alcohol Denat.- Fragrance- Water- Dipropylene Glycol- Butyl Methoxydibenzoylmethane- Ethylhexyl Methoxycinnamate- Ethylhexyl Salicylate- Bht- Benzyl Salicylate- Limonene- Benzyl Acetate- Geraniol- Hexyl Cinnamal- Citronellol- Coumarin- Cinnamyl Alcohol- Hydroxycitronellal- Linalool- Benzyl Benzoate- Farnesol- Benzyl Alcohol- Citral- Benzyl Cinnamate- Red 4 (Ci 14700)- Yellow 5 (Ci 19140)- Ext. Violet 2 (Ci 60730)- Blue 1 (Ci 42090).


Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",1,Michael Kors,"[""almond"", ""floral"", ""powdery"", ""balsamic"", ""woody"", ""citrus""]","{""middle"": [""Dianthus"", ""Heliotrope""], ""base"": [""Benzoin"", ""Sandalwood""], ""top"": [""Almond Milk"", ""Bergamot"", ""Pink Pepper""]}"
Perfume,black tulip,4.5,206,10600,74.0,74.0,https://www.sephora.com/product/black-tulip-P415763?icid2=products grid:p415763,Alcohol Denat.- Fragrance- Water- Alpha-Isomethyl Ionone- Benzyl Alcohol- Benzyl Benzoate- Benzyl Salicylate- Butylphenyl Methylpropional- Citral- Citronellol- Coumarin- Eugenol- Geraniol- Limonene- Linalool.,0,Nest,"[""powdery"", ""patchouli"", ""floral"", ""sweet"", ""warm spicy"", ""fruity""]","[""Plum"", ""Pink Pepper"", ""Violet"", ""Patchouli""]"
Perfume,citrine,4.5,265,8600,74.0,74.0,https://www.sephora.com/product/citrine-P406775?icid2=products grid:p406775,Alcohol Denat.- Fragrance- Water- BHT- Ethylhexyl Methoxycinnamate- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- Benzyl Alcohol- Benzyl Salicylate- Citral- Citronellol- Geraniol- Hexyl Cinnamal- Hydroxycitronellal- Limonene- Linalool.,0,Nest,"[""floral"", ""white floral"", ""citrus"", ""fresh spicy"", ""aquatic""]","{""middle"": [""Lotus"", ""Freesia"", ""Dew Drop""], ""base"": [""Woodsy Notes""], ""top"": [""Lemon Blossom""]}"
Perfume,indigo,4.5,480,17700,74.0,74.0,https://www.sephora.com/product/indigo-P385317?icid2=products grid:p385317,Alcohol Denat.- Fragrance- Water- Cinnamal- Limonene- Linalool- Geraniol- Citronellol- Citral- Benzyl Alcohol- Coumarin.,0,Nest,"[""woody"", ""fruity"", ""green"", ""citrus"", ""sweet""]","{""middle"": [""Tea"", ""Cardamom""], ""base"": [""Cashmere Wood""], ""top"": [""Bergamot"", ""Fig""]}"
Perfume,midnight fleur,4.5,328,10600,74.0,74.0,https://www.sephora.com/product/midnight-fleur-P382092?icid2=products grid:p382092,Alcohol Denat.- Fragrance- Benzyl Salicylate- Butylphenyl Methylpropional- Benzyl Alcohol- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Limonene- Coumarin- Benzyl Benzoate- Farnesol- Linalool.,0,Nest,"[""amber"", ""floral"", ""patchouli"", ""animalic"", ""woody""]","{""middle"": [""Vanilla orchid"", ""Exotic Woods""], ""base"": [""Patchouli"", ""Black Amber""], ""top"": [""Jasmine""]}"
Perfume,living grace,4.0,103,2100,50.0,50.0,https://www.sephora.com/product/living-grace-P376187?icid2=products grid:p376187,Cyclopentasiloxane- Isopropyl Myristate- Hydrogenated Polyisobutene- Isononyl Isononanoate- Fragrance- Dibutyl Adipate- C12-14 Isoparaffin- Hexyl Cinnamal- Ethyl Macadamiate- C13-16 Isoparaffin- Dimethicone- Helianthus Annuus (Sunflower) Seed Oil- Olea Europaea (Olive) Fruit Oil- C13-15 Alkane- Panthenyl Ethyl Ether- Tocopherol- Phytantriol- Malic Acid- Amyl Cinnamal- Benzyl Salicylate- Hydroxycitronellal- Geraniol- Limonene- Linalool- Phenoxyethanol.,0,Philosophy,"[""floral"", ""musky"", ""green"", ""citrus"", ""white floral""]","[""Neroli"", ""Musk"", ""Lily-of-the-Valley""]"
Perfume,calyx,4.0,62,2100,55.5,55.5,https://www.sephora.com/product/calyx-P384600?icid2=products grid:p384600,Rds Product Name: Calyx Fragrance   Division: Cl (Clinique)Alcohol Denat. - Calyx Fragrance - Water - Butylphenyl Methylpropional - Limonene - Benzyl Salicylate - Hydroxycitronellal - Alpha-Isomethyl Ionone - Linalool - Hexyl Cinnamal - Benzyl Cinnamate - Citronellol - Geraniol - Evernia Prunastri (Oakmoss) Extract - Citral - Benzyl Benzoate - Eugenol - Farnesol - Amyl Cinnamal - Benzyl Alcohol - Cinnamyl Alcohol ,0,Prescriptives,"[""fruity"", ""tropical"", ""floral"", ""woody"", ""citrus"", ""sweet""]","{""middle"": [""Cyclamen"", ""Lily"", ""Melon"", ""Freesia"", ""Orris Root"", ""Jasmine"", ""Neroli"", ""Marigold"", ""Lily-of-the-Valley"", ""Rose""], ""base"": [""Musk"", ""Oakmoss"", ""Cedar"", ""Sandalwood"", ""Vetiver""], ""top"": [""Apricot"", ""Passionfruit"", ""Mint"", ""Mandarin Orange"", ""Cassia"", ""Peach"", ""Mango"", ""Bergamot"", ""Grapefruit"", ""Papaya"", ""Guava""]}"
Cologne,polo blue eau de parfum,4.5,613,1200,77.0,77.0,https://www.sephora.com/product/polo-blue-eau-de-parfum-P408252?icid2=products grid:p408252,unknown,0,Ralph Lauren,"[""aromatic"", ""woody"", ""citrus"", ""fresh spicy"", ""marine""]","{""middle"": [""Orris"", ""Basil"", ""Verbena"", ""Clary Sage""], ""base"": [""Vetiver"", ""Suede"", ""Patchouli"", ""Woodsy Notes""], ""top"": [""Bergamot"", ""Cardamom"", ""Sea Notes""]}"
Cologne,polo blue sport,4.5,4,434,85.0,85.0,https://www.sephora.com/product/polo-blue-sport-P378266?icid2=products grid:p378266,"Alcohol-
Aqua / Water-
Parfum / Fragrance-
Limonene-
Linalool-
Coumarin-
T-Butyl Alcohol-
Alpha-Isomethyl Ionone-
Citronellol-
Bht-
Citral-
Geraniol-
Hydroxycitronella-
Denatonium Benzoate.
",0,Ralph Lauren,"[""green"", ""fresh spicy"", ""aromatic"", ""woody"", ""herbal""]","{""middle"": [""Sage"", ""Ginger"", ""Green Notes""], ""base"": [""Fern"", ""Amber"", ""Musk"", ""Sandalowood"", ""Patchouli"", ""Oakmoss""], ""top"": [""Green Apple"", ""Mint"", ""Mandarin Orange"", ""Cedar""]}"
Cologne,polo double black,4.5,39,1500,68.0,68.0,https://www.sephora.com/product/polo-double-black-P165958?icid2=products grid:p165958,unknown,0,Ralph Lauren,"[""fresh spicy"", ""warm spicy"", ""tropical"", ""coffee"", ""woody"", ""fruity""]","{""middle"": [""Indonesian Nutmeg"", ""Roasted Coffee Beans""], ""base"": [""Juniper Berries"", ""Woodsy Notes"", ""Cardamom""], ""top"": [""Pepper"", ""Mango""]}"
Cologne,polo sport,4.5,15,937,56.0,56.0,https://www.sephora.com/product/polo-sport-P12437?icid2=products grid:p12437,unknown,0,Ralph Lauren,"[""aromatic"", ""fresh spicy"", ""green"", ""citrus"", ""aldehydic""]","{""middle"": [""Cyclamen"", ""Ginger"", ""Seagrass"", ""Jasmine"", ""Rose"", ""Brazilian Rosewood"", ""Geranium""], ""base"": [""Sandalwood"", ""Amber"", ""Musk"", ""Guaiac Wood"", ""Cedar""], ""top"": [""Aldehydes"", ""Artemisia"", ""Lavender"", ""Mandarin Orange"", ""Mint"", ""Neroli"", ""Bergamot"", ""Lemon""]}"
Perfume,ralph,4.5,531,14400,82.0,82.0,https://www.sephora.com/product/ralph-P9009?icid2=products grid:p9009,unknown,0,Ralph Lauren,"[""floral"", ""fruity"", ""citrus"", ""green"", ""fresh""]","{""middle"": [""Magnolia"", ""Boronia"", ""Yellow Freesia""], ""base"": [""Musk"", ""White Iris""], ""top"": [""Japanese Osmanthus"", ""Apple Leaf"", ""Italian Mandarin ""]}"
Cologne,pour homme,4.5,116,1800,90.0,90.0,https://www.sephora.com/product/pour-homme-P0901?icid2=products grid:p0901,unknown,0,Madonna Nudes 1979,"[""citrus"", ""aromatic"", ""tobacco"", ""warm spicy"", ""sweet""]","{""middle"": [""Cardamom"", ""Tonka Bean"", ""Star Anise""], ""base"": [""Tobacco"", ""Teak Wood""], ""top"": [""Citruses"", ""Grapefruit"", ""Olive Blossom""]}"
Perfume,daisy,4.5,1000,84800,106.0,106.0,https://www.sephora.com/product/daisy-P191858?icid2=products grid:p191858,"Alcohol Denat.- Fragrance- Water- Acrylates/Octylacrylamide Copolymer- Alpha-Isomethyl Ionone- Benzophenone-3- Benzyl Benzoate- Bht- Butyl
Methoxydibenzoylmethane- Butylphenyl Methylpropional- Citronellol- Ethylhexyl Methoxycinnamate- Ethylhexyl Salicylate- Geraniol- Hexyl Cinnamal- Hydrolyzed Jojoba Esters- Hydroxycitronellal- Limonene- Linalool- Methyl 2-Octynoate- Fd&C Yellow N5 (Ci 19140)- Fd&C Yellow N6 (Ci 15985).",0,Marc Jacobs,"[""ozonic"", ""white floral"", ""powdery"", ""aquatic"", ""citrus""]","{""middle"": [""Gardenia"", ""Violet"", ""Jasmine""], ""base"": [""Musk"", ""White Woods"", ""Vanilla""], ""top"": [""Violet Leaf"", ""Blood Grapefruit"", ""Strawberry""]}"
Perfume,daisy,4.5,1000,84800,106.0,106.0,https://www.sephora.com/product/daisy-P191858?icid2=products grid:p191858,"Alcohol Denat.- Fragrance- Water- Acrylates/Octylacrylamide Copolymer- Alpha-Isomethyl Ionone- Benzophenone-3- Benzyl Benzoate- Bht- Butyl
Methoxydibenzoylmethane- Butylphenyl Methylpropional- Citronellol- Ethylhexyl Methoxycinnamate- Ethylhexyl Salicylate- Geraniol- Hexyl Cinnamal- Hydrolyzed Jojoba Esters- Hydroxycitronellal- Limonene- Linalool- Methyl 2-Octynoate- Fd&C Yellow N5 (Ci 19140)- Fd&C Yellow N6 (Ci 15985).",0,Mickey and Friends,"[""white floral"", ""rose"", ""patchouli"", ""floral"", ""citrus""]","{""middle"": [""Jasmine"", ""Lily-of-the-Valley"", ""Red Rose""], ""base"": [""Musk"", ""Woodsy Notes"", ""Patchouli""], ""top"": [""Citruses"", ""Green Apple""]}"
Cologne,gentleman,4.5,17,1500,94.0,94.0,https://www.sephora.com/product/gentleman-P423431?icid2=products grid:p423431,Alcohol- Fragrance- Water- Limonene- Ethylhexyl Methoxycinnamate- Linalool- Diethylamino Hydroxybenzoyl Hexyl Benzoate- Alpha-Isomethyl Ionone- Citronellol- Butyl Methoxydibenzoylmethane- Butylene Glycol- Dicaprylate/Dicaprate- Bht- Citral- Geraniol- Methyl 2-Octynoate- Tocopherol- Ext. Violet 2 (Ci 60730)- Yellow 5 (Ci 19140)- Red 4 (Ci 14700)- Blue 1 (Ci 42090).,0,Oscar de la Renta,"[""aromatic"", ""citrus"", ""fresh spicy"", ""amber"", ""warm spicy""]","{""middle"": [""Geranium"", ""Rosemary"", ""Oolong tea""], ""base"": [""Amber"", ""Labdanum"", ""Leatherwood"", ""Vetiver""], ""top"": [""Bergamot"", ""Grapefruit"", ""Cardamom"", ""Champagne""]}"
Perfume,fresh cream,4.0,193,7800,42.0,42.0,https://www.sephora.com/product/fresh-cream-P387548?icid2=products grid:p387548,Alcohol Denat.- Water- Fragrance- Ethylhexyl Methoxycinnamate- Benzophenone-3- Ethylhexyl Salicylate- Butyl Methoxydibenzoylmethane- Bht.,0,Philosophy,"[""sweet"", ""milky"", ""vanilla"", ""powdery"", ""floral""]","[""Whipped cream"", ""Floral Notes"", ""Powdery Notes"", ""Sweet Notes"", ""Milk""]"
Cologne,polo blue,4.5,173,2800,70.0,70.0,https://www.sephora.com/product/polo-blue-P36740?icid2=products grid:p36740,unknown,0,Ralph Lauren,"[""ozonic"", ""aquatic"", ""green"", ""fresh spicy"", ""musky""]","{""middle"": [""Basil"", ""Sage"", ""Geranium""], ""base"": [""Musk"", ""Woodsy Notes"", ""Suede""], ""top"": [""Melon"", ""Mandarin Orange"", ""Cucumber""]}"
Cologne,polo red,5.0,84,4300,70.0,70.0,https://www.sephora.com/product/polo-red-P380994?icid2=products grid:p380994,"Alcohol-	
Aqua / Water-
Parfum / Fragrance-
Limonene-
Linalool-
Coumarin-
T-Butyl Alcohol-
Alpha-Isomethyl Ionone-
Citronellol-
Bht-
Citral-
Geraniol-
Hydroxycitronella-
Denatonium Benzoate.
",0,Ralph Lauren,"[""citrus"", ""warm spicy"", ""fruity"", ""amber"", ""coffee""]","{""middle"": [""Saffron"", ""Sage""], ""base"": [""Woodsy Notes"", ""Amber"", ""Coffee""], ""top"": [""Grapefruit"", ""Italian Lemon"", ""Cranberry""]}"
Cologne,pour homme,5.0,31,3300,94.0,94.0,https://www.sephora.com/product/pour-homme-P4957?icid2=products grid:p4957,unknown,0,Madonna Nudes 1979,"[""citrus"", ""aromatic"", ""tobacco"", ""warm spicy"", ""sweet""]","{""middle"": [""Cardamom"", ""Tonka Bean"", ""Star Anise""], ""base"": [""Tobacco"", ""Teak Wood""], ""top"": [""Citruses"", ""Grapefruit"", ""Olive Blossom""]}"
Perfume,leila lou,4.0,64,2700,65.0,65.0,https://www.sephora.com/product/leila-lou-P431441?icid2=products grid:p431441,Organic Cane Sugar Alcohol- Distilled Water- Amyl Cinnamal- Benzyl Acetate- Cis-3-Hexenyl Salicylate- Dipropylene Glycol- Ethylene Brassylate- Geraniol- Geranyl Acetate- Citrus Paradisi (Grapefruit) Oil- Hexenyl Acetate- Hexyl Acetate- Chamomile Essential Oil- Ethyl Linalool- Hedione (Methyl Dihydrojasmonate)- Terpineol Allergens: Citronellol- Geraniol- Hydroxycitronellal- Limonene D- Linalool.Clean at Sephora products are formulated without:Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats- Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles as defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer - styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).,0,Rosie Jane,"[""fresh"", ""green"", ""fruity"", ""floral"", ""musky"", ""sweet""]","{""middle"": [""Pear Blossom"", ""Jasmine""], ""base"": [""Vanilla"", ""White Musk""], ""top"": [""Grass"", ""Nectarine""]}"
Perfume,citrine,4.5,265,8600,74.0,74.0,https://www.sephora.com/product/citrine-P406775?icid2=products grid:p406775,Alcohol Denat.- Fragrance- Water- BHT- Ethylhexyl Methoxycinnamate- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- Benzyl Alcohol- Benzyl Salicylate- Citral- Citronellol- Geraniol- Hexyl Cinnamal- Hydroxycitronellal- Limonene- Linalool.,0,Sage Machado,"[""citrus"", ""white floral"", ""woody"", ""powdery"", ""floral""]","{""middle"": [""Honeysuckle"", ""Sweet Pea""], ""base"": [""Sandalwood"", ""Musk"", ""iris""], ""top"": [""Yuzu"", ""Grapefruit"", ""Bergamot"", ""Lemon"", ""Black Currant""]}"
Perfume,amber musk,4.5,77,5600,130.0,130.0,https://www.sephora.com/product/amber-musk-P388770?icid2=products grid:p388770,"Alcohol Denat.- Amber Musk Fragrance- Water- Butyl Methoxydibenzoylmethane- Hydroxycitronellal- Benzyl Salicylate- Geraniol- Coumarin- Citral- Benzyl Benzoate.Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
",1,Shiara,"[""musky"", ""amber"", ""animalic"", ""balsamic"", ""powdery""]","[""Musk"", ""Amber""]"
Cologne,eros,4.5,322,19500,118.0,172.0,https://www.sephora.com/product/eros-P382751?icid2=products grid:p382751,"Alcohol- Denat. (Sd Alcohol 39 C)- Fragrance- Water- Limonene- 
Ethylhexylmethoxycinnamate/Butylmethoxydibenzoylimethane/Ethylhexylsalicylate- 
Coumarin- Linalool- Alpha-Isomethyl Ionone- Citronellol- Citral- Geraniol- Cinnamal- Eugenol. ",0,Stella Dustin,"[""woody"", ""aromatic"", ""citrus"", ""balsamic"", ""musky"", ""marine""]","{""middle"": [""Virginia Cedar"", ""Woody Notes"", ""Tonka Bean"", ""Jasmine""], ""base"": [""Indonesian Patchouli Leaf"", ""Musk"", ""Amber"", ""Sandalwood""], ""top"": [""Sea Notes"", ""Sage"", ""Lemon"", ""Lime""]}"
Perfume,cashmere,4.5,35,2300,24.0,24.0,https://www.sephora.com/product/cashmere-P399765?icid2=products grid:p399765,"Alcohol Denat.- Fragrance- Water- Glycerin- Aloe Barbadensis Leaf Juice- Phenoxyethanol- Benzyl Salicylate- Isoeugenol- Butylphenyl Methylpropional- Citral- Coumarin- Hydroxycitronellal- Limonene- Linalool.
Clean at Sephora products are formulated without:
Sulfates—SLS + SLES- Parabens- Formaldehydes- Formaldehyde-releasing agents- Phthalates- Mineral Oil- Retinyl Palmitate- Oxybenzone- Coal Tar- Hydroquinone- Triclosan- Triclocarban- Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate- ethyl methacrylate- methyl methacrylate- butyl methacrylate- hydroxypropyl methacrylate- tetrahydrofurfuryl methacrylate- trimethylolpropane trimethacrylate - aluminum salts)- Animal Oils/Musks/Fats- Benzophenone + Related Compounds- Butoxyethanol- Carbon Black- Lead/Lead Acetate- Methyl Cellosolve + Methoxyethanol- Methylchloroisothiazolinone & Methylisothiazolinone- Mercury + Mercury Compounds (Thimerisol)- Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off )- Resorcinol- Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.)- Toluene- Butylated hydroxyanisole (BHA)- Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula- Ethanolamines DEA/TEA/MEA/ETA- Nanoparticles as defined by the European Commission- Petrolatum and Parrafin that is not USP grade- Phenoxyethanol that is 1% or more of total formulation- Polyacrylamide & Acrylamide- The following types of Styrene (Bromostyrene- Deastyrene/acrylates/dvbcopolymer- sodium styrene/divinylbenzene copolymer - styrene oxide- styrene)- 1-4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off- wiped off or removed- 3ppm or < for products that are meant to remain on the skin).",0,Susanne Lang,"[""warm spicy"", ""amber"", ""balsamic"", ""woody"", ""smoky""]","[""Cashmere Wood"", ""Amber"", ""Incense"", ""Saffron"", ""Spices""]"
Perfume,bianca,4.5,159,5600,76.0,76.0,https://www.sephora.com/product/bianca-P258057?icid2=products grid:p258057,"Alcohol Denat.- Fragrance- Water- Covabsorb (Ethylhexyl
Methoxycinnamate- Butyl Methoxy-dibenzoylmethane- Ethylhexyl Salicylate)- Tinogard TT (Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate)- Blue 1 (CI 42090)- Ext. Violet 2 (CI 60730).",0,Tocca,"[""citrus"", ""green"", ""rose"", ""aromatic"", ""fresh spicy""]","{""middle"": [""Jasmine"", ""tincture of rose"", ""Tea""], ""base"": [""Musk"", ""Sugar""], ""top"": [""Lavender"", ""Bergamot"", ""Amalfi Lemon"", ""Mandarin Orange""]}"
Perfume,cleopatra,4.5,531,14900,76.0,76.0,https://www.sephora.com/product/cleopatra-P54900?icid2=products grid:p54900,Alcohol Denat.- Fragrance- Water- Benzyl Salicylate- Butylphenyl Methylpropional- Covabsorb (Ethylhexyl Methoxycinnamate- Butyl Methoxy-dibenzoylmethane- Ethylhexyl Salicylate)- Tinogard TT (Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate)- Red 33 (CI 17200)- Blue 1 (CI 42090)- Orange 4 (CI 15510)- Ext. Violet #2 (CI 60730)- Benzyl Alcohol- Benzyl Benzoate- Cinnamyl Alcohol- Cinnamal- Citral- D-limonene- Geraniol- Hexyl Cinnamal- Hydroxycitronellal- Hydroxyisohexyl 3-Cyclohexene- Carboxaldehyde- Linalool.,0,Tocca,"[""white floral"", ""fruity"", ""musky"", ""patchouli"", ""citrus"", ""green""]","{""middle"": [""Jasmine"", ""Tuberose"", ""Peach""], ""base"": [""Amber"", ""Patchouli"", ""Musk"", ""Vanilla""], ""top"": [""Black Currant"", ""Grapefruit"", ""Cassis"", ""Green Notes""]}"
Perfume,florence,4.5,531,16800,76.0,76.0,https://www.sephora.com/product/florence-P38221?icid2=products grid:p38221,Alcohol Denat.- Fragrance- Water- Covabsorb (Ethylhexyl Methoxycinnamate- Butyl Methoxy- dibenzoylmethane- Ethylhexyl Salicylate)- BHT- Yellow 6 (CI 15985)- Yellow 5 (CI 19140)- Ext. Violet 2 (CI 60730).,0,Tocca,"[""white floral"", ""tuberose"", ""animalic"", ""fruity"", ""aquatic""]","{""middle"": [""Violet Leaf"", ""iris"", ""Gardenia"", ""Jasmine"", ""Tuberose""], ""base"": [""Musk"", ""White Woods""], ""top"": [""Grapefruit Leaf"", ""Bergamot"", ""Pear"", ""Apple""]}"
Perfume,giulietta,4.5,416,10900,76.0,76.0,https://www.sephora.com/product/giulietta-P234438?icid2=products grid:p234438,Alcohol Denat.- Fragrance- Water- Covabsorb (Ethylhexyl Methoxycinnamate- Butyl Methoxy- dibenzoylmethane- Ethylhexyl Salicylate)- Tinogard TT (Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate)- Blue 1 (CI 42090)- Violet 2 (CI 60730)- Yellow 5 (CI 19140)- Butylphenyl Methylpropinal- Alpha-Isomethyl Ionone- Benzyl Benzoate- Benzyl Salicylate- Cinnamyl Alcohol- Citronellol- Courmarin Eugenol- Hydroxyisohexyl 3- Cyclohexene- Carboxaldehyde- Linalool.,0,Tocca,"[""floral"", ""fresh"", ""green"", ""fruity"", ""woody""]","{""middle"": [""Lilac"", ""Lily-of-the-Valley"", ""Rose"", ""iris"", ""Orchid""], ""base"": [""Amber"", ""Heliotrope"", ""Virginia Cedar"", ""Sandalwood"", ""Musk""], ""top"": [""Granny Smith apple"", ""pink tulip"", ""Ylang-Ylang""]}"
Perfume,simone,4.5,155,7500,76.0,76.0,https://www.sephora.com/product/simone-P385639?icid2=products grid:p385639,Alcohol Denat.- Fragrance- Water- Covabsorb (Ethylhexyl Methoxycinnamate- Butyl Methoxy- dibenzoylmethane- Ethylhexyl Salicylate)- Tinogard TL (Benzotriazolyl  Dodecyl p-Cresol)- Tinogard TT (Pentaerythrityl Tetra-di+butyl Hydroxyhydrocinnamate)- Ext Violet 2 (CI 60730)- Red 4 (CI 14700).,0,Tocca,"[""ozonic"", ""aquatic"", ""fruity"", ""green"", ""floral"", ""fresh""]","{""middle"": [""Frangipani"", ""Ylang-Ylang"", ""Rose"", ""Freesia""], ""base"": [""Woody Notes"", ""Musk"", ""Amber""], ""top"": [""Apple"", ""Watermelon"", ""Lemon""]}"
Perfume,stella,4.5,420,10300,76.0,76.0,https://www.sephora.com/product/stella-P38220?icid2=products grid:p38220,Alcohol Denat.- Fragrance- Water- Covabsorb (Ethylhexyl Methoxycinnamate- Butyl Methoxy- dibenzoylmethane- Ethylhexyl Salicylate- Red 4 (CI 14700)- Yellow 5 (CI 19140)- Ext. Violet 2 (CI 60730).,0,Tocca,"[""citrus"", ""floral"", ""white floral"", ""fresh spicy"", ""woody""]","{""middle"": [""Freesia"", ""Lily"", ""Wild Orchid""], ""base"": [""Sandalwood"", ""Musk""], ""top"": [""Blood Orange"", ""Bitter Orange"", ""Watery Notes""]}"
Cologne,grey vetiver eau de toilette,4.5,12,1300,97.0,97.0,https://www.sephora.com/product/grey-vetivereau-de-toilette-P394687?icid2=products grid:p394687,Alcohol Denat.- Water- Fragrance- Dipropylene Glycol- Ethylhexyl Methoxycinnamate- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- Limonene- Linalool- Butylphenyl Methylpropional- Alpha-Isomethyl Ionone- Citral- Eugenol- Geraniol- Evernia Prunastri (Oakmoss) Extract- Citronellol- Isoeugenol- Farnesol ,0,Tom Ford,"[""citrus"", ""woody"", ""aromatic"", ""green"", ""fresh spicy""]","{""middle"": [""Orris"", ""Artemisia"", ""Sage"", ""Orange Blossom""], ""base"": [""Vetiver"", ""Musk"", ""Amber"", ""Oakmoss""], ""top"": [""Iced Lemon"", ""Bergamot"", ""Grapefruit"", ""Basil""]}"
